timestamp,frame_size,elapsed_s,frame_count,total_overruns,avg_frame_ms,fps
# run 2026-05-31 17:03:36, fc=96.5MHz, fs=2.4MSPS, gain=40dB, frame_size=16384
2026-06-01 15:10:35,65536,1572.1,57402,18354,26.9,37.2
2026-06-01 15:10:40,65536,1577.6,57600,18354,27.7,36.1
2026-06-01 15:10:45,65536,1582.9,57798,18354,27.4,36.5
2026-06-01 15:10:51,65536,1588.3,57996,18354,27.4,36.5
2026-06-01 15:10:56,65536,1593.7,58194,18354,27.2,36.8
2026-06-01 15:11:02,65536,1599.1,58392,18354,26.8,37.4
2026-06-01 15:11:07,65536,1604.6,58590,18354,27.9,35.8
2026-06-01 15:11:13,65536,1610.0,58788,18354,27.9,35.8
2026-06-01 15:11:18,65536,1615.3,58986,18354,27.2,36.8
2026-06-01 15:11:23,65536,1620.8,59184,18354,27.8,36.0
2026-06-01 15:11:29,65536,1626.2,59382,18354,27.5,36.4
2026-06-01 15:11:34,65536,1631.7,59580,18354,28.1,35.6
2026-06-01 15:11:40,65536,1637.0,59778,18354,27.2,36.7
2026-06-01 15:11:45,65536,1642.4,59976,18354,27.2,36.8
2026-06-01 15:11:50,65536,1647.8,60174,18354,27.2,36.7
2026-06-01 15:11:56,65536,1653.2,60372,18354,27.2,36.8
2026-06-01 15:12:01,65536,1658.7,60570,18354,27.9,35.8
2026-06-01 15:12:07,65536,1664.0,60768,18354,27.4,36.5
2026-06-01 15:12:12,65536,1669.4,60966,18354,27.3,36.6
2026-06-01 15:12:17,65536,1674.9,61164,18354,27.7,36.1
2026-06-01 15:12:23,65536,1680.2,61362,18354,27.0,37.0
2026-06-01 15:12:28,65536,1685.7,61560,18354,27.4,36.4
2026-06-01 15:12:34,65536,1691.1,61758,18354,27.3,36.7
2026-06-01 15:12:39,65536,1696.5,61956,18354,27.1,37.0
2026-06-01 15:12:44,65536,1701.9,62154,18354,26.8,37.3
2026-06-01 15:12:50,65536,1707.3,62352,18354,26.6,37.6
2026-06-01 15:12:55,65536,1712.8,62550,18354,27.9,35.9
2026-06-01 15:13:01,65536,1718.1,62748,18354,27.0,37.0
2026-06-01 15:13:06,65536,1723.5,62946,18354,27.2,36.8
2026-06-01 15:13:11,65536,1728.9,63144,18354,27.4,36.5
2026-06-01 15:13:17,65536,1734.4,63342,18354,27.6,36.2
2026-06-01 15:13:22,65536,1739.7,63540,18354,27.3,36.6
2026-06-01 15:13:28,65536,1745.2,63738,18354,27.3,36.6
2026-06-01 15:13:33,65536,1750.5,63936,18354,27.2,36.7
2026-06-01 15:13:39,65536,1756.0,64134,18354,27.6,36.2
2026-06-01 15:13:44,65536,1761.4,64332,18354,26.7,37.4
2026-06-01 15:13:49,65536,1766.8,64530,18354,27.7,36.1
2026-06-01 15:13:55,65536,1772.2,64728,18354,27.5,36.3
2026-06-01 15:14:00,65536,1777.6,64926,18354,27.0,37.1
2026-06-01 15:14:06,65536,1783.0,65124,18354,26.8,37.4
2026-06-01 15:14:11,65536,1788.5,65322,18354,27.6,36.2
2026-06-01 15:14:16,65536,1793.9,65520,18354,27.8,36.0
2026-06-01 15:14:22,65536,1799.3,65718,18354,28.1,35.6
2026-06-01 15:14:27,65536,1804.6,65916,18354,26.9,37.1
2026-06-01 15:14:33,65536,1810.1,66114,18354,27.8,35.9
2026-06-01 15:14:38,65536,1815.4,66312,18354,26.8,37.3
2026-06-01 15:14:43,65536,1820.9,66510,18354,27.8,36.0
2026-06-01 15:14:49,65536,1826.3,66708,18354,27.3,36.6
2026-06-01 15:14:54,65536,1831.7,66906,18354,27.1,36.9
2026-06-01 15:15:00,65536,1837.1,67104,18354,27.2,36.8
2026-06-01 15:15:05,65536,1842.5,67302,18354,27.0,37.0
2026-06-01 15:15:10,65536,1848.0,67500,18354,27.9,35.8
2026-06-01 15:15:16,65536,1853.3,67698,18354,27.2,36.7
2026-06-01 15:15:21,65536,1858.7,67896,18354,26.8,37.3
2026-06-01 15:15:27,65536,1864.1,68094,18354,27.0,37.0
2026-06-01 15:15:32,65536,1869.5,68292,18354,26.7,37.4
2026-06-01 15:15:37,65536,1874.9,68490,18354,27.0,37.0
2026-06-01 15:15:43,65536,1880.4,68688,18354,27.8,36.0
2026-06-01 15:15:48,65536,1885.7,68886,18354,27.0,37.0
2026-06-01 15:15:54,65536,1891.2,69084,18354,27.9,35.9
2026-06-01 15:15:59,65536,1896.6,69282,18354,27.3,36.6
2026-06-01 15:16:05,65536,1902.0,69480,18354,27.9,35.8
2026-06-01 15:16:10,65536,1907.4,69678,18354,27.4,36.6
2026-06-01 15:16:15,65536,1912.8,69876,18354,27.5,36.3
2026-06-01 15:16:21,65536,1918.2,70074,18354,27.7,36.1
2026-06-01 15:16:26,65536,1923.6,70272,18354,26.8,37.3
2026-06-01 15:16:32,65536,1929.1,70470,18354,28.1,35.6
2026-06-01 15:16:37,65536,1934.4,70668,18354,27.1,36.8
2026-06-01 15:16:42,65536,1939.8,70866,18354,27.6,36.3
2026-06-01 15:16:48,65536,1945.2,71064,18354,27.3,36.6
2026-06-01 15:16:53,65536,1950.6,71262,18354,27.3,36.6
2026-06-01 15:16:59,65536,1956.1,71460,18354,27.7,36.1
2026-06-01 15:17:04,65536,1961.5,71658,18354,27.6,36.2
2026-06-01 15:17:09,65536,1966.9,71856,18354,27.5,36.3
2026-06-01 15:17:15,65536,1972.3,72054,18354,27.2,36.8
2026-06-01 15:17:20,65536,1977.7,72252,18354,27.3,36.6
2026-06-01 15:17:26,65536,1983.1,72450,18354,27.7,36.1
2026-06-01 15:17:31,65536,1988.5,72648,18354,27.5,36.4
2026-06-01 15:17:36,65536,1993.9,72846,18354,27.4,36.5
2026-06-01 15:17:42,65536,1999.4,73044,18354,27.7,36.1
2026-06-01 15:17:47,65536,2004.7,73242,18354,26.6,37.6
2026-06-01 15:17:53,65536,2010.2,73440,18354,28.0,35.7
2026-06-01 15:17:58,65536,2015.6,73638,18354,27.8,35.9
2026-06-01 15:18:03,65536,2021.0,73836,18354,27.1,36.8
2026-06-01 15:18:09,65536,2026.4,74034,18354,27.4,36.5
2026-06-01 15:18:14,65536,2031.8,74232,18354,26.9,37.2
2026-06-01 15:18:20,65536,2037.2,74430,18354,27.3,36.7
2026-06-01 15:18:25,65536,2042.6,74628,18354,27.8,36.0
2026-06-01 15:18:31,65536,2048.1,74826,18354,28.0,35.7
2026-06-01 15:18:36,65536,2053.4,75024,18354,27.7,36.1
2026-06-01 15:18:41,65536,2058.8,75222,18354,27.3,36.6
2026-06-01 15:18:47,65536,2064.3,75420,18354,27.6,36.2
2026-06-01 15:18:52,65536,2069.7,75618,18354,27.7,36.2
2026-06-01 15:18:58,65536,2075.1,75816,18354,27.9,35.8
2026-06-01 15:19:03,65536,2080.5,76014,18354,27.7,36.1
2026-06-01 15:19:08,65536,2085.8,76212,18354,26.6,37.6
2026-06-01 15:19:14,65536,2091.3,76410,18354,28.2,35.5
2026-06-01 15:19:19,65536,2096.7,76608,18354,27.4,36.5
2026-06-01 15:19:25,65536,2102.1,76806,18354,27.5,36.4
2026-06-01 15:19:30,65536,2107.5,77004,18354,27.8,35.9
2026-06-01 15:19:35,65536,2112.9,77202,18354,27.3,36.6
2026-06-01 15:19:41,65536,2118.4,77400,18354,28.1,35.6
2026-06-01 15:19:46,65536,2123.7,77598,18354,27.8,35.9
2026-06-01 15:19:52,65536,2129.2,77796,18354,27.6,36.3
2026-06-01 15:19:57,65536,2134.5,77994,18354,27.3,36.6
2026-06-01 15:20:02,65536,2140.0,78192,18354,27.6,36.2
2026-06-01 15:20:08,65536,2145.4,78390,18354,28.0,35.8
2026-06-01 15:20:13,65536,2150.8,78588,18354,27.6,36.2
2026-06-01 15:20:19,65536,2156.2,78786,18354,27.5,36.4
2026-06-01 15:20:24,65536,2161.5,78984,18354,27.3,36.7
2026-06-01 15:20:30,65536,2167.0,79182,18354,26.9,37.2
2026-06-01 15:20:35,65536,2172.4,79380,18354,27.6,36.2
2026-06-01 15:20:40,65536,2177.8,79578,18354,27.2,36.7
2026-06-01 15:20:46,65536,2183.2,79776,18354,28.0,35.7
2026-06-01 15:20:51,65536,2188.6,79974,18354,27.3,36.7
2026-06-01 15:20:57,65536,2194.0,80172,18354,27.4,36.5
2026-06-01 15:21:02,65536,2199.5,80370,18354,28.0,35.7
2026-06-01 15:21:07,65536,2204.8,80568,18354,26.9,37.1
2026-06-01 15:21:13,65536,2210.2,80766,18354,27.4,36.5
2026-06-01 15:21:18,65536,2215.6,80964,18354,27.2,36.8
2026-06-01 15:21:24,65536,2221.0,81162,18354,27.2,36.8
2026-06-01 15:21:29,65536,2226.5,81360,18354,27.5,36.3
2026-06-01 15:21:34,65536,2231.9,81558,18354,27.5,36.3
2026-06-01 15:21:40,65536,2237.3,81756,18354,27.9,35.9
2026-06-01 15:21:45,65536,2242.7,81954,18354,26.9,37.2
2026-06-01 15:21:51,65536,2248.1,82152,18354,26.8,37.3
2026-06-01 15:21:56,65536,2253.5,82350,18354,27.7,36.1
2026-06-01 15:22:01,65536,2259.0,82548,18354,27.9,35.8
2026-06-01 15:22:07,65536,2264.4,82746,18354,27.6,36.2
2026-06-01 15:22:12,65536,2269.8,82944,18354,27.8,35.9
2026-06-01 15:22:18,65536,2275.2,83142,18354,27.6,36.2
2026-06-01 15:22:23,65536,2280.6,83340,18354,27.6,36.2
2026-06-01 15:22:28,65536,2285.9,83538,18354,27.4,36.5
2026-06-01 15:22:34,65536,2291.3,83736,18354,27.3,36.7
2026-06-01 15:22:39,65536,2296.7,83934,18354,26.9,37.2
2026-06-01 15:22:45,65536,2302.2,84132,18354,26.8,37.3
2026-06-01 15:22:50,65536,2307.6,84330,18354,28.1,35.6
2026-06-01 15:22:56,65536,2313.0,84528,18354,27.8,36.0
2026-06-01 15:23:01,65536,2318.4,84726,18354,26.9,37.2
2026-06-01 15:23:06,65536,2323.8,84924,18354,27.3,36.7
2026-06-01 15:23:12,65536,2329.2,85122,18354,27.3,36.7
2026-06-01 15:23:17,65536,2334.7,85320,18354,27.8,35.9
# end of run, total_frames=85485, total_time=2339.9s

# run 2026-06-01 15:25:10, fc=96.5MHz, fs=2.4MSPS, gain=40dB, frame_size=65536
2026-06-01 15:25:11,65536,1.9,18,10488,102.2,9.8
2026-06-01 15:25:17,65536,7.2,180,48507,32.2,31.0
# end of run, total_frames=231, total_time=9.0s

# run 2026-06-01 15:25:21, fc=96.5MHz, fs=2.4MSPS, gain=40dB, frame_size=131072
2026-06-01 15:25:22,131072,1.4,18,7866,73.5,13.6
2026-06-01 15:25:28,131072,6.9,126,7866,51.5,19.4
# end of run, total_frames=165, total_time=9.4s

# run 2026-06-01 16:37:44, fc=96.5MHz, fs=2.4MSPS, gain=40dB, frame_size=131072
2026-06-01 16:37:46,131072,1.4,18,0,67.7,14.8
2026-06-01 16:37:51,131072,7.0,126,0,52.5,19.0
2026-06-01 16:37:57,131072,12.2,216,0,53.0,18.9
2026-06-01 16:38:02,131072,17.9,324,0,51.9,19.3
# end of run, total_frames=430, total_time=23.7s

